case_number,image_id,source,prompt,evaluation_seed
4691,399545,coco-30k,A man riding a motorcycle with a woman on back of it.,69611
4692,422807,coco-30k,An airplane flying through a blue sky with propellers.,20790
4693,83097,coco-30k,A microwave oven sitting on top of a blue table.,17240
4694,195165,coco-30k,A bathroom with a lot of items near the sink and counter.,91891
4695,474667,coco-30k,A person holding a black cat next to their face.,20605
4696,116424,coco-30k,A white toilet with a  control panel on it's left side.,77823
4697,177811,coco-30k,A dirty bathroom with paper and dirt covering the floor.,69708
4698,253262,coco-30k,A large jet sitting on top of an airport tarmac.,84966
4699,384808,coco-30k,A man taking his picture in a bathroom mirror.,67570
4700,492132,coco-30k,People walking in a museum with a airplane hanging from the celing.,33668
4701,154830,coco-30k,Car waits as person on bike crosses the road,79019
4702,498709,coco-30k,A motorcycle parked on the side of a road near a city.,16399
4703,532610,coco-30k,A kitchen counter topped with a dish tray filled with dishes.,10255
4704,457054,coco-30k,A man driving a car across an airport runway.,99409
4705,118970,coco-30k,A couple of red motorcycles parked next to each other.,8238
4706,370657,coco-30k,A motorcycle has three people riding on it.,11500
4707,73738,coco-30k,A white toilet sitting in between tiled walls.,94659
4708,546126,coco-30k,A crowded subway train with standing room only available.,18707
4709,348091,coco-30k,A bedroom with a bed next to a closet.,88318
4710,231644,coco-30k,A couple of people flying kites on top of a beach.,70933
4711,12370,coco-30k,A man riding on the back of a motorcycle.,63037
4712,37209,coco-30k,A man riding on the side of a motor bike.,6272
4713,149550,coco-30k,"A bathroom area with sink, mirror and various toiletries.",50081
4714,345160,coco-30k,Two women and children are on a motorcycle.,1733
4715,491169,coco-30k,A motorcycle on a gravel area with people in the background.,7281
4716,169800,coco-30k,A woman walking a dog down a street.,73335
4717,78371,coco-30k,A small airplane taking off from an airport runway.,7993
4718,285607,coco-30k,A big commercial plane flying high in the sky.,79581
4719,411941,coco-30k,A kitchen with metallic appliances and a trash can.,65279
4720,448795,coco-30k,There is a table with chairs and a stove in the room. ,22579
4721,203389,coco-30k,A group of young people riding motorcycles near a river.,21991
4722,466583,coco-30k,A bathroom with a standing shower next to a sink and mirror.,86449
4723,411368,coco-30k,Shears and knives are in a cutting block.,4693
4724,386908,coco-30k,A row of motorcycles sitting on top of a parking lot.,35814
4725,49190,coco-30k,A white sink sitting under a bathroom mirror.,35993
4726,184700,coco-30k,A white sink sitting under a bathroom mirror.,45388
4727,254493,coco-30k,A man is almost touching the ground while riding his motorcycle.,14688
4728,175387,coco-30k,Bathroom stall with green door in commercial business.,18394
4729,47648,coco-30k,A white bowl filled with veggies and two lemon wedgies.,3761
4730,298540,coco-30k,A patch of grass with lots of bikes parked on it.,12422
4731,520301,coco-30k,A brown dog hanging it's head out of a car window.,39257
4732,503983,coco-30k,A very tall building sitting next to a street sign.,53115
4733,532126,coco-30k,A white toilet sitting next to a bath tub with a chair in it.,22328
4734,276323,coco-30k,A red motorcycle parked next to a beach near the ocean.,38179
4735,32391,coco-30k,A sign sitting above a store front entrance.,30933
4736,488822,coco-30k,a room with all kinds of junk in it,8738
4737,174898,coco-30k,A motorcycle parked on the side of a road.,89797
4738,9170,coco-30k,A cat drinking out of a white toilet bowl.,10284
4739,219754,coco-30k,A brown plane is parked at air port,84813
4740,121849,coco-30k,A very cute child sitting on the commode with his pants on,79903
4741,337561,coco-30k,A odd looking bike sitting under a purple tent next to a fountain.,23113
4742,354132,coco-30k,A man standing next to a motorcycle on the side of a hill.,1580
4743,548930,coco-30k,A church with a clock under it's pointy roof above a window.,82636
4744,131539,coco-30k,a number of people riding skis on a snowy surface,18391
4745,106375,coco-30k,A man riding an ATV  with a dirt bike on the back of it.,55317
4746,275219,coco-30k,a gray cat is seen laying on top of a blue tube,69164
4747,222468,coco-30k,A dining room filled with lots of people.,39456
4748,399942,coco-30k,A row of parked motorcycles sitting next to a tall building.,12840
4749,255004,coco-30k,A man riding a motorcycle behind a dune buggy.,40633
4750,239171,coco-30k,A large jetliner airplane sitting next to another airplane on a runway.,73873
4751,71687,coco-30k,A cat sitting on top of a pile of white towels.,55775
4752,61897,coco-30k,A man riding a bike down a dark city street.,40232
4753,522262,coco-30k,A close up of several pikes locked on a gate.,52451
4754,19253,coco-30k,A photo of a grassy hillside with several sheep grazing.,92809
4755,157084,coco-30k,A bathroom with a walk in shower next to a toilet.,86620
4756,14108,coco-30k,A small black dog watching an animal on a TV screen.,73712
4757,73,coco-30k,A motorcycle parked in a parking space next to another motorcycle.,32487
4758,158760,coco-30k,The kitchen area is clean and ready to be used.,63705
4759,81315,coco-30k,A kitchen which looks like its been updated recently.,98677
4760,383676,coco-30k,A giraffe and its pack standing in an enclosure.,74553
4761,185935,coco-30k,a bathroom with a big shower and counter,23457
4762,134328,coco-30k,An airplane flying through a blue sky next to a helicopter.,62745
4763,149669,coco-30k,An elephant walking down a street next to a crowd of people.,68388
4764,572956,coco-30k,A row of motorcycles parked next to a building.,64195
4765,50350,coco-30k,A white tub sitting next to a toilet in a bathroom.,19557
4766,539951,coco-30k,A lego style kitchen with appliances and cabinets along with a checkered tile floor.,78160
4767,396932,coco-30k,A backpack next to a television and a gaming system.,7213
4768,293390,coco-30k,A VERY NICE BATHROOM IN THE MIDDLE OF A REMODEL,11233
4769,348838,coco-30k,a little kid is standing in a kitchen,78553
4770,453159,coco-30k,a red wall is behind a white sink,70616
4771,75923,coco-30k,A bicycle is parked next to a bench. ,13464
4772,298461,coco-30k,A kitchen that appears to be missing a cabinet door.,49813
4773,422517,coco-30k,a man sitting on a bench talking on his cell phone,55901
4774,573823,coco-30k,a laptop computer on a desk and a tv,94169
4775,198972,coco-30k,A person riding a speed motorcycle on a track.,12606
4776,231349,coco-30k,The sign on the door says the train is out of service.,79458
4777,351149,coco-30k,Two toilets in small bathroom stalls with two sinks in a bathroom. ,51372
4778,451151,coco-30k,Two giraffe are standing close to many trees and shrubs.,54692
4779,511430,coco-30k,A full view of a kitchen with many things to use. ,21414
4780,37777,coco-30k,The dining table near the kitchen has a bowl of fruit on it.,12393
4781,356725,coco-30k,Three urinals in a row in a bathroom.,39387
4782,222771,coco-30k,A group of bikers wait before riding down the street.,61520
4783,180792,coco-30k,"A bathroom with a toilet, toilet roll and safety rail.",15681
4784,4731,coco-30k,A man holding a baby up in a kitchen.,97993
4785,373140,coco-30k,a yellow and blue cart is parked on a street,77061
4786,508302,coco-30k,A man is sitting on a little scooter in traffic.,21721
4787,393869,coco-30k,A large passenger plane on the tarmac of an airport.,31691
4788,133515,coco-30k,a kitchen next to a wood floored living area,24528
4789,3093,coco-30k,A blue bowl sitting on a table with a banana in it. ,31969
4790,420697,coco-30k,A man standing in front of a bathroom mirror.,44253
4791,317206,coco-30k,a oven is built into a counter in a kitchen,8115
4792,382554,coco-30k,A man riding a dirt bike up the side of a mountain.,63346
4793,148243,coco-30k,A man standing next to a woman in a room.,44495
4794,545597,coco-30k,A restroom with three mirrors above two sinks.,30618
4795,568961,coco-30k,a subway train with one passenger waiting to board ,35699
4796,106038,coco-30k,A toilet with plastic over the toilet seat. ,54325
4797,293334,coco-30k,A room with white walls and bright lights.,61186
4798,532463,coco-30k,A blue bench covered in different style bags.,24989
4799,429807,coco-30k,A woman is in the kitchen and cooking. ,48973
4800,493846,coco-30k,A man riding a bike down a street past a young man.,34880
4801,380427,coco-30k,A full picture of some white toilets on the side. ,17140
4802,355234,coco-30k,A dog chasing two sheep on top of a lush green field.,41880
4803,442962,coco-30k,A man sitting on top of a motorcycle next to a field.,54531
4804,28157,coco-30k,An airplane flying through a cloudy sky flying over the ocean..,77943
4805,236954,coco-30k,Two dogs are is sitting in the back seat of a car.,91884
4806,471868,coco-30k,A man is riding a motorcycle down a wet sidewalk. ,8828
4807,262284,coco-30k,A full view of a shower with glass.,54482
4808,278961,coco-30k,There is more than one roll of toilet paper for this toilet. ,31753
4809,581615,coco-30k,A picture of a white toilet in the rest room. ,50312
4810,195897,coco-30k,"A restroom with a toilet basin, toilet paper and a mirror",43345
4811,45110,coco-30k,A woman on a small motorcycle waits in traffic.,49709
4812,486164,coco-30k,A small bulding is lit up in the dark night.,75865
4813,140565,coco-30k,Multiple airplanes sit parked on the busy runway.,53882
4814,388027,coco-30k,a small bathroom has a small toilet and grate in the floor.,16752
4815,166401,coco-30k,A person at the door with a desk at the center of the room and a potted plant,3378
4816,253216,coco-30k,A small kitten is sitting in the bowl on the scale.,74177
4817,492077,coco-30k,A line of people are riding bicycles on the street.,15226
4818,550666,coco-30k,People gathering at an old building to eat on a sunny day,18787
4819,192458,coco-30k,Various bowls with food in them sit on the counter.,87028
4820,527644,coco-30k,A jet is flying through the air leaving smoke behind it.,82014
4821,435134,coco-30k,"a dog, sits on a rug, looking at a television",96498
4822,225867,coco-30k,There is a a toilet on the barhrrim,79521
4823,140691,coco-30k,Three giraffes and one zebra graze is in part of the grasslands,97131
4824,319579,coco-30k,"Several people sitting around a table in a small room with a laptop, books and papers. ",13828
4825,163076,coco-30k,There's an outdoor dining area featuring a fountain. ,71571
4826,142718,coco-30k,A red motorcycle riding down one side of the street and a cow walking down the other side of the street.,90129
4827,254104,coco-30k,An airplane flies high in the sky while a ship is up close.,64827
4828,198775,coco-30k,A red and black smart car parked next to a parking meter.,61523
4829,216096,coco-30k,A person falling off of a surfboard while other surfers watch.,83521
4830,275929,coco-30k,a bunch of toilets laying on some cement stairs next to a building,17082
4831,148843,coco-30k,a man on a dirt bike next to some vehicles,97166
4832,424289,coco-30k,A herd of sheep standing on top of a lush green field.,94514
4833,259452,coco-30k,A city with tall buildings and a large green park.,52358
4834,346940,coco-30k,a stove top with a tea kettle with steam pouring out of it.,15184
4835,389445,coco-30k,A bathroom showing a necklace rack and toiletries grouped on the sink ,29483
4836,525322,coco-30k,two stunt airplanes touching their wings as the fly,54515
